시장명,시장유형,소재지도로명주소,소재지지번주소,시장개설주기,위도,경도,점포수,취급품목,사용가능상품권,홈페이지주소,공중화장실보유여부,주차장보유여부,개설연도,전화번호,데이터기준일자,제공기관코드,제공기관명
덕산면전통시장,상설장+5일장,충청북도 제천시 덕산면 약초로3길 24,충청북도 제천시 덕산면 도전리 431-2,4일+9일,36.908585,128.1679799,54,농산물+기타소매업,,,Y,Y,2007,043-651-9417,2022-07-06,B553077,소상공인시장진흥공단
동문전통시장,상설장,충청북도 제천시 용두천로 125,충청북도 제천시 중앙로2가 156-8,매일,37.138512,128.213525,53,농산물+축산물+수산물+의류/신발+기타소매업,,,N,Y,2007,043-646-5255,2022-07-06,B553077,소상공인시장진흥공단
박달재전통시장,상설장+5일장,충청북도 제천시 백운면 평동로 14,충청북도 제천시 백운면 평동리 220-2,1일+6일,37.138549,128.021779,41,농산물+가공식품+기타소매업,,,Y,Y,2012,043-653-2114,2022-07-06,B553077,소상공인시장진흥공단
제천약초시장,상설장,충청북도 제천시 원화산로 121,충청북도 제천시 화산동 987,매일,37.127889,128.219591,63,농산물+가공식품,,,Y,Y,2005,043-647-0109,2022-07-06,B553077,소상공인시장진흥공단
제천역전한마음시장,상설장+5일장,충청북도 제천시 내토로28길 3-1,충청북도 제천시 화산동 207-3,3일+8일,37.129456,128.206909,71,농산물+축산물+가공식품+기타소매업,,,Y,Y,2005,043-645-2724,2022-07-06,B553077,소상공인시장진흥공단
제천중앙시장,상설장,충청북도 제천시 풍양로 108,충청북도 제천시 중앙로1가 77,매일,37.136628,128.2112999967,707,축산물+의류/신발+가정용품+기타소매업,,,Y,Y,2005,043-647-2047,2022-07-06,B553077,소상공인시장진흥공단
증평장뜰재래시장,상설장+5일장,충청북도 증평군 증평읍 장뜰로 58-1,충청북도 증평군 증평읍 중동리 97-1,1일+6일,36.783392,127.5829505,92,농산물+축산물+가공식품+의류/신발+기타소매업,,,Y,Y,2013,043-838-5501,2022-07-06,B553077,소상공인시장진흥공단
운수대통 생거진천전통시장,상설장+5일장,충청북도 진천군 진천읍 원덕로 390,충청북도 진천군 진천읍 성석리 770-1,5일+10일,36.860708,127.451324,73,농산물+축산물+음식점업+기타소매업,,jincheonmarket.com,Y,Y,2008,043-534-3338,2022-07-06,B553077,소상공인시장진흥공단
진천중앙시장,상설장+5일장,충청북도 진천군 진천읍 중앙동6길 23,충청북도 진천군 진천읍 읍내리 305-12,5일+10일,36.856858,127.442374,53,농산물+축산물+의류/신발+기타소매업,,,Y,Y,2015,043-533-8966,2022-07-06,B553077,소상공인시장진흥공단
가경터미널시장,상설장,충청북도 청주시 흥덕구 풍년로160번길 42-1,충청북도 청주시 흥덕구 가경동 1342,매일,36.627361,127.435025,81,농산물+축산물+수산물+의류/신발+가정용품,,,Y,Y,2005,043-232-1117,2022-07-06,B553077,소상공인시장진흥공단
밤고개자연시장(구 내덕자연시장),상설장,충청북도 청주시 청원구 공항로58번길 14,충청북도 청주시 청원구 내덕동 396-7,매일,36.662415,127.488646,48,농산물+축산물+수산물+가정용품+기타소매업,,,Y,Y,2005,043-217-1112,2022-07-06,B553077,소상공인시장진흥공단
내수전통시장,5일장,충청북도 청주시 청원구 내수읍 내수로 726,충청북도 청주시 청원구 내수읍 마산리 169-6,5일+10일,36.726267,127.536008,80,축산물+의류/신발+가정용품+음식점업+기타소매업,,,Y,Y,2007,,2022-07-06,B553077,소상공인시장진흥공단
복대가경시장,상설장,충청북도 청주시 흥덕구 복대로146번길 42,충청북도 청주시 흥덕구 복대동 1116,매일,36.629518,127.443263,84,농산물+축산물+수산물+의류/신발+기타소매업,,,Y,Y,2005,043-235-5998,2022-07-06,B553077,소상공인시장진흥공단
북부시장,상설장,충청북도 청주시 청원구 향군로31번길 19,충청북도 청주시 청원구 우암동 344-10,매일,36.647973,127.486221,146,농산물+축산물+가공식품+의류/신발+기타소매업,,,Y,Y,2005,043-224-8085,2022-07-06,B553077,소상공인시장진흥공단
사직시장,상설장,충청북도 청주시 서원구 사직대로265번길 7,충청북도 청주시 서원구 사직동 267-12,매일,36.636143,127.476868,56,농산물+축산물+수산물+가공식품+음식점업,,,Y,Y,2005,,2022-07-06,B553077,소상공인시장진흥공단
서문시장,상설장,충청북도 청주시 상당구 남사로89번길 61,충청북도 청주시 상당구 서문동 166-43,매일,36.635112,127.485367,76,기타소매업,,,Y,Y,2005,043-222-3392,2022-07-06,B553077,소상공인시장진흥공단
오창전통시장,5일장,충청북도 청주시 청원구 오창읍 팔결로 715,충청북도 청주시 청원구 오창읍 장대리 309-4,3일+8일,36.741741,127.455617,99,가공식품+의류/신발+음식점업+기타소매업,,,Y,Y,2012,,2022-07-06,B553077,소상공인시장진흥공단
원마루시장,상설장,충청북도 청주시 서원구 원마루로8번길 21,충청북도 청주시 서원구 분평동 1335,매일,36.609034,127.496411,120,농산물+축산물+수산물+의류/신발+기타소매업,,,Y,N,2005,070-7198-4129,2022-07-06,B553077,소상공인시장진흥공단
육거리종합시장,상설장,충청북도 청주시 상당구 청남로2197번길 42,충청북도 청주시 상당구 석교동 60-4,매일,36.627938,127.488184,590,농산물+축산물+수산물+가공식품+의류/신발,,,Y,Y,2005,043-222-6696,2022-07-06,B553077,소상공인시장진흥공단
중앙시장,상설장,충청북도 청주시 상당구 중앙로 18,충청북도 청주시 상당구 북문로2가 94,매일,36.638827,127.489215,72,농산물+축산물+음식점업+기타소매업,,,Y,N,1980,043-256-7657,2022-07-06,B553077,소상공인시장진흥공단
직지시장,상설장,충청북도 청주시 흥덕구 직지대로639번길 88,충청북도 청주시 흥덕구 봉명동 472-6,매일,36.646579,127.466328,66,농산물+축산물+수산물+의류/신발+기타소매업,,,Y,Y,2005,070-8100-4047,2022-07-06,B553077,소상공인시장진흥공단
청주두꺼비시장(구수곡시장),상설장,충청북도 청주시 서원구 수곡로58번길 7-2,충청북도 청주시 서원구 수곡동 862,매일,36.617436,127.472992,54,농산물+축산물+수산물+가공식품+기타소매업,,,Y,N,2005,,2022-07-06,B553077,소상공인시장진흥공단
춘천번개시장,상설장,강원도 춘천시 소양로 212,강원도 춘천시 소양로1가 93-10,매일,37.891833,127.726307,54,농산물+수산물+가공식품+음식점업+기타소매업,,,Y,Y,2014,033-244-3579,2022-07-06,B553077,소상공인시장진흥공단
춘천서부시장,상설장,강원도 춘천시 서부대성로 12,강원도 춘천시 소양로2가 172-1,매일,37.884815,127.724649,311,축산물+가공식품+가정용품+기타소매업,,,Y,Y,1992,033-242-5004,2022-07-06,B553077,소상공인시장진흥공단
춘천중앙시장,상설장,강원도 춘천시 중앙로77번길 4-4,강원도 춘천시 중앙로2가 42-68,매일,37.878494,127.725754,200,가공식품+의류/신발+가정용품+음식점업+기타소매업,,,Y,Y,1962,033-254-2558,2022-07-06,B553077,소상공인시장진흥공단
춘천풍물시장,상설장+5일장,강원도 춘천시 영서로 2352-54,강원도 춘천시 온의동 148-1,2일+7일,37.866237,127.719584,143,농산물+축산물+수산물+기타소매업+근린생활서비스,,,Y,Y,2010,033-253-5814,2022-07-06,B553077,소상공인시장진흥공단
춘천후평시장,상설장,강원도 춘천시 효평길 104,강원도 춘천시 후평동 691-22,매일,37.88079022,127.746783,67,축산물+수산물+가공식품+가정용품+기타소매업,,,Y,Y,2009,033-256-7595,2022-07-06,B553077,소상공인시장진흥공단
장성중앙시장,상설장+5일장,강원도 태백시 장성1길 190,강원도 태백시 장성동 222-56,4일+14일,37.100684,129.009713,47,농산물+축산물+수산물+가공식품+기타소매업,,,Y,Y,1977,033-581-6521,2022-07-06,B553077,소상공인시장진흥공단
황지자유시장,상설장,강원도 태백시 통리재길 6-13,강원도 태백시 통동 75-33,매일,37.173039,129.041227,146,농산물+축산물+수산물+가정용품+기타소매업,,,Y,Y,1971,033-552-2634,2022-07-06,B553077,소상공인시장진흥공단
봉평전통시장(봉평시장),상설장+5일장,강원도 평창군 봉평면 허생원장터길 15,강원도 평창군 봉평면 창동리 397-34,2일+7일,37.615592,128.3772803,57,농산물+기타소매업,,,Y,Y,2006,033-333-3369,2022-07-06,B553077,소상공인시장진흥공단
진부전통시장,5일장,강원도 평창군 진부면 진부새싹길 28-7,강원도 평창군 진부면 하진부리 206-95,3일+8일,37.638217,128.557926,105,농산물+수산물+의류/신발+가정용품+기타소매업,,,Y,Y,2005,033-335-7330,2022-07-06,B553077,소상공인시장진흥공단
평창대화시장,5일장,강원도 평창군 대화면 대화4길 14,강원도 평창군 대화면 대화리 1001-163,4일+9일,37.501103,128.453993,96,농산물+수산물+의류/신발+가정용품+음식점업,,,Y,Y,2007,033-333-6636,2022-07-06,B553077,소상공인시장진흥공단
평창올림픽시장(평창전통시장),상설장+5일장,강원도 평창군 평창읍 평창중앙로 27-26,강원도 평창군 평창읍 하리 139-1,5일+10일,37.367236,128.394783,90,농산물+가공식품+기타소매업,,,Y,Y,2005,033-332-8804,2022-07-06,B553077,소상공인시장진흥공단
홍천시장,5일장,강원도 홍천군 홍천읍 홍천로7길 14,강원도 홍천군 홍천읍 신장대리 84-28,1일+6일,37.690539,127.885907,121,농산물+수산물+가공식품+의류/신발+기타소매업,,,Y,N,2002,,2022-07-06,B553077,소상공인시장진흥공단
홍천중앙시장,상설장,강원도 홍천군 홍천읍 홍천로8길 17,강원도 홍천군 홍천읍 신장대리 5-3,매일,37.691083,127.886165,108,농산물+축산물+수산물+가공식품,,,Y,N,1981,,2022-07-06,B553077,소상공인시장진흥공단
화천재래시장,상설장+5일장,강원도 화천군 화천읍 중앙로 24,강원도 화천군 화천읍 하리 50-7,3일+8일,38.103905,127.706426,97,농산물+축산물+의류/신발+가정용품+기타소매업,,,Y,Y,2005,033-442-4013,2022-07-06,B553077,소상공인시장진흥공단
횡성시장,상설장+5일장,강원도 횡성군 횡성읍 문정로19번길 10,강원도 횡성군 횡성읍 읍상리 279-4,1일+6일,37.489891,127.9867302,133,농산물+축산물+의류/신발+음식점업+기타소매업,,,Y,Y,1998,033-342-2389,2022-07-06,B553077,소상공인시장진흥공단
괴산전통시장,5일장,충청북도 괴산군 괴산읍 읍내로15길 8-8,충청북도 괴산군 괴산읍 동부리 560-1,3일+8일,36.811219,127.795024,151,농산물+축산물+수산물,,,Y,Y,2006,043-832-0250,2022-07-06,B553077,소상공인시장진흥공단
목도재래시장,상설장+5일장,충청북도 괴산군 불정면 목도로 14,충청북도 괴산군 불정면 목도리 308-9,4일+9일,36.871336,127.8549397,66,농산물+축산물+가공식품+음식점업+기타소매업,,,Y,Y,2007,,2022-07-06,B553077,소상공인시장진흥공단
청천전통시장,상설장+5일장,충청북도 괴산군 청천면 청천2길 10,충청북도 괴산군 청천면 청천리 62-11,5일,36.659142,127.737849,110,농산물+음식점업+기타소매업,,,Y,Y,2006,043-834-6636,2022-07-06,B553077,소상공인시장진흥공단
단양구경시장(단양인정시장),상설장+5일장,충청북도 단양군 단양읍 도전5길 31,충청북도 단양군 단양읍 도전리 615,1일+6일,36.982491,128.369981,120,농산물+축산물+기타소매업,,,Y,Y,2006,043-422-1706,2022-07-06,B553077,소상공인시장진흥공단
매포전통시장(매포재래시장),상설장+5일장,충청북도 단양군 매포읍 평동24길 8,충청북도 단양군 매포읍 평동리 1139,4일+9일,37.03422045,128.2990703,62,농산물+의류/신발+가정용품+기타소매업,,,Y,Y,2008,043-422-8181,2022-07-06,B553077,소상공인시장진흥공단
보은전통시장,상설장+5일장,충청북도 보은군 보은읍 삼산로 17-1,충청북도 보은군 보은읍 삼산리 202,1일+6일,36.48430017,127.720115,49,농산물+축산물+기타소매업,,,Y,Y,2005,043-543-6688,2022-07-06,B553077,소상공인시장진흥공단
결초보은시장(구 보은종합시장),상설장,충청북도 보은군 보은읍 삼산로3길 12-1,충청북도 보은군 보은읍 삼산리 31-15,매일,36.48292036,127.719321,113,의류/신발+기타소매업+근린생활서비스,,,Y,Y,2009,043-543-1211,2022-07-06,B553077,소상공인시장진흥공단
영동전통시장,상설장+5일장,충청북도 영동군 영동읍 영산로1길 13-1,충청북도 영동군 영동읍 계산리 694-16,4일+9일,36.174905,127.776141,174,농산물+축산물+수산물+의류/신발+음식점업,,,Y,Y,2005,043-742-0808,2022-07-06,B553077,소상공인시장진흥공단
영동중앙시장,상설장+5일장,충청북도 영동군 영동읍 중앙로 21,충청북도 영동군 영동읍 계산리 693-27,4일+9일,36.174667,127.7756995,95,가공식품+의류/신발+가정용품+음식점업+근린생활서비스,,,Y,Y,2006,043-743-5611,2022-07-06,B553077,소상공인시장진흥공단
옥천공설시장,상설장+5일장,충청북도 옥천군 옥천읍 삼금로5길 5-14,충청북도 옥천군 옥천읍 금구리 5-68,5일+10일,36.302513,127.567915,40,농산물+가공식품+기타소매업,,,Y,Y,2004,043-733-9810,2022-07-06,B553077,소상공인시장진흥공단
옥천상가,상설장+5일장,충청북도 옥천군 옥천읍 삼금로 45,충청북도 옥천군 옥천읍 금구리 5-7,5일+10일,36.302392,127.568213,54,의류/신발+가정용품+근린생활서비스,,,Y,Y,2004,043-733-2243,2022-07-06,B553077,소상공인시장진흥공단
감곡시장,상설장+5일장,충청북도 음성군 감곡면 장감로132번길 22,충청북도 음성군 감곡면 왕장리 525-8,3일+8일,37.118229,127.639174,65,농산물+축산물+수산물+가공식품+의류/신발,,,Y,Y,2010,,2022-07-06,B553077,소상공인시장진흥공단
삼척중앙시장,상설장+5일장,강원도 삼척시 진주로 12-21,강원도 삼척시 남양동 55-93,2일+7일,37.442103,129.164622,261,농산물+수산물+의류/신발,,,Y,Y,1999,033-572-0909,2022-07-06,B553077,소상공인시장진흥공단
속초종합중앙시장,상설장,강원도 속초시 중앙로147번길 16,강원도 속초시 중앙동 471-4,매일,38.204522,128.590191,268,농산물+수산물+가공식품+의류/신발+기타소매업,,sokcho-central.co.kr,Y,Y,1990,033-633-3501,2022-07-06,B553077,소상공인시장진흥공단
속초관광수산시장(구 속초중앙전통시장),상설장,강원도 속초시 중앙시장로6길 2,강원도 속초시 중앙동 493-3,매일,38.205509,128.589294,350,농산물+축산물+수산물+가공식품+기타소매업,,,Y,Y,2006,033-635-8433,2022-07-06,B553077,소상공인시장진흥공단
양구중앙시장,상설장+5일장,강원도 양구군 양구읍 중앙길 68,강원도 양구군 양구읍 상리 235,5일+10일,38.104106,127.989329,57,농산물+축산물+의류/신발+가정용품+기타소매업,,,Y,Y,1985,033-481-3594,2022-07-06,B553077,소상공인시장진흥공단
양양전통시장,5일장,강원도 양양군 양양읍 남문5길 9,강원도 양양군 양양읍 남문리 60-4,4일+9일,38.075063,128.623293,68,농산물+축산물+수산물+가공식품+기타소매업,,,Y,Y,2016,033-671-2878,2022-07-06,B553077,소상공인시장진흥공단
